Sample	cat16-23.trees	cat16-23.sequence04_sequence10	cat16-23.sequence05_sequence02_sequence09_sequence08	cat16-23.sequence04_sequence03	cat16-23.sequence01_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-23.sequence03_sequence10	
3482	28.0	1.0	1.0	0.0	0.0	0.0	
3483	28.0	1.0	1.0	0.0	0.0	0.0	
3484	28.0	1.0	1.0	0.0	0.0	0.0	
3485	28.0	1.0	1.0	0.0	0.0	0.0	
3486	28.0	1.0	1.0	0.0	0.0	0.0	
3487	28.0	1.0	1.0	0.0	0.0	0.0	
3488	28.0	1.0	1.0	0.0	0.0	0.0	
3489	26.0	0.0	1.0	1.0	0.0	0.0	
3490	28.0	1.0	1.0	0.0	0.0	0.0	
3491	28.0	1.0	1.0	0.0	0.0	0.0	
3492	28.0	1.0	1.0	0.0	0.0	0.0	
3493	28.0	1.0	1.0	0.0	0.0	0.0	
3494	28.0	1.0	1.0	0.0	0.0	0.0	
3495	28.0	1.0	1.0	0.0	0.0	0.0	
3496	28.0	1.0	1.0	0.0	0.0	0.0	
3497	28.0	1.0	1.0	0.0	0.0	0.0	
3498	28.0	1.0	1.0	0.0	0.0	0.0	
3499	28.0	1.0	1.0	0.0	0.0	0.0	
3500	28.0	1.0	1.0	0.0	0.0	0.0	
3501	28.0	1.0	1.0	0.0	0.0	0.0	
3502	28.0	1.0	1.0	0.0	0.0	0.0	
3503	28.0	1.0	1.0	0.0	0.0	0.0	
3504	28.0	1.0	1.0	0.0	0.0	0.0	
3505	28.0	1.0	1.0	0.0	0.0	0.0	
3506	28.0	1.0	1.0	0.0	0.0	0.0	
3507	28.0	1.0	1.0	0.0	0.0	0.0	
3508	28.0	1.0	1.0	0.0	0.0	0.0	
3509	28.0	1.0	1.0	0.0	0.0	0.0	
3510	28.0	1.0	1.0	0.0	0.0	0.0	
3511	28.0	1.0	1.0	0.0	0.0	0.0	
3512	26.0	0.0	1.0	1.0	0.0	0.0	
3513	28.0	1.0	1.0	0.0	0.0	0.0	
3514	28.0	1.0	1.0	0.0	0.0	0.0	
3515	28.0	1.0	1.0	0.0	0.0	0.0	
3516	28.0	1.0	1.0	0.0	0.0	0.0	
3517	28.0	1.0	1.0	0.0	0.0	0.0	
3518	28.0	1.0	1.0	0.0	0.0	0.0	
3519	28.0	1.0	1.0	0.0	0.0	0.0	
3520	28.0	1.0	1.0	0.0	0.0	0.0	
3521	28.0	1.0	1.0	0.0	0.0	0.0	
3522	26.0	0.0	1.0	1.0	0.0	0.0	
3523	28.0	1.0	1.0	0.0	0.0	0.0	
3524	28.0	1.0	1.0	0.0	0.0	0.0	
3525	28.0	1.0	1.0	0.0	0.0	0.0	
3526	28.0	1.0	1.0	0.0	0.0	0.0	
3527	28.0	1.0	1.0	0.0	0.0	0.0	
3528	28.0	1.0	1.0	0.0	0.0	0.0	
3529	28.0	1.0	1.0	0.0	0.0	0.0	
3530	26.0	0.0	1.0	1.0	0.0	0.0	
3531	28.0	1.0	1.0	0.0	0.0	0.0	
3532	28.0	1.0	1.0	0.0	0.0	0.0	
3533	28.0	1.0	1.0	0.0	0.0	0.0	
3534	28.0	1.0	1.0	0.0	0.0	0.0	
3535	26.0	0.0	1.0	1.0	0.0	0.0	
3536	28.0	1.0	1.0	0.0	0.0	0.0	
3537	28.0	1.0	1.0	0.0	0.0	0.0	
3538	28.0	1.0	1.0	0.0	0.0	0.0	
3539	26.0	0.0	1.0	0.0	0.0	1.0	
3540	28.0	1.0	1.0	0.0	0.0	0.0	
3541	28.0	1.0	1.0	0.0	0.0	0.0	
3542	28.0	1.0	1.0	0.0	0.0	0.0	
3543	28.0	1.0	1.0	0.0	0.0	0.0	
3544	28.0	1.0	1.0	0.0	0.0	0.0	
3545	28.0	1.0	1.0	0.0	0.0	0.0	
3546	28.0	1.0	1.0	0.0	0.0	0.0	
3547	28.0	1.0	1.0	0.0	0.0	0.0	
3548	28.0	1.0	1.0	0.0	0.0	0.0	
3549	28.0	1.0	1.0	0.0	0.0	0.0	
3550	28.0	1.0	1.0	0.0	0.0	0.0	
3551	28.0	1.0	1.0	0.0	0.0	0.0	
3552	28.0	1.0	1.0	0.0	0.0	0.0	
3553	28.0	1.0	1.0	0.0	0.0	0.0	
3554	26.0	0.0	1.0	1.0	0.0	0.0	
3555	28.0	1.0	1.0	0.0	0.0	0.0	
3556	28.0	1.0	1.0	0.0	0.0	0.0	
3557	28.0	1.0	1.0	0.0	0.0	0.0	
3558	28.0	1.0	1.0	0.0	0.0	0.0	
3559	28.0	1.0	1.0	0.0	0.0	0.0	
3560	28.0	1.0	1.0	0.0	0.0	0.0	
3561	26.0	0.0	1.0	1.0	0.0	0.0	
3562	28.0	1.0	1.0	0.0	0.0	0.0	
3563	28.0	1.0	1.0	0.0	0.0	0.0	
3564	28.0	1.0	1.0	0.0	0.0	0.0	
3565	28.0	1.0	1.0	0.0	0.0	0.0	
3566	28.0	1.0	1.0	0.0	0.0	0.0	
3567	28.0	1.0	1.0	0.0	0.0	0.0	
3568	28.0	1.0	1.0	0.0	0.0	0.0	
3569	28.0	1.0	1.0	0.0	0.0	0.0	
3570	28.0	1.0	1.0	0.0	0.0	0.0	
3571	28.0	1.0	1.0	0.0	0.0	0.0	
3572	28.0	1.0	1.0	0.0	0.0	0.0	
3573	28.0	1.0	1.0	0.0	0.0	0.0	
3574	26.0	0.0	1.0	1.0	0.0	0.0	
3575	28.0	1.0	1.0	0.0	0.0	0.0	
3576	28.0	1.0	1.0	0.0	0.0	0.0	
3577	28.0	1.0	1.0	0.0	0.0	0.0	
3578	28.0	1.0	1.0	0.0	0.0	0.0	
3579	28.0	1.0	1.0	0.0	0.0	0.0	
3580	28.0	1.0	1.0	0.0	0.0	0.0	
3581	28.0	1.0	1.0	0.0	0.0	0.0	
3582	28.0	1.0	1.0	0.0	0.0	0.0	
3583	28.0	1.0	1.0	0.0	0.0	0.0	
3584	26.0	0.0	1.0	1.0	0.0	0.0	
3585	28.0	1.0	1.0	0.0	0.0	0.0	
3586	28.0	1.0	1.0	0.0	0.0	0.0	
3587	28.0	1.0	1.0	0.0	0.0	0.0	
3588	28.0	1.0	1.0	0.0	0.0	0.0	
3589	28.0	1.0	1.0	0.0	0.0	0.0	
3590	28.0	1.0	1.0	0.0	0.0	0.0	
3591	28.0	1.0	1.0	0.0	0.0	0.0	
3592	28.0	1.0	1.0	0.0	0.0	0.0	
3593	28.0	1.0	1.0	0.0	0.0	0.0	
3594	28.0	1.0	1.0	0.0	0.0	0.0	
3595	28.0	1.0	1.0	0.0	0.0	0.0	
3596	28.0	1.0	1.0	0.0	0.0	0.0	
3597	28.0	1.0	1.0	0.0	0.0	0.0	
3598	26.0	0.0	1.0	0.0	0.0	1.0	
3599	28.0	1.0	1.0	0.0	0.0	0.0	
