Sample	cat16-10.trees	cat16-10.sequence01_sequence04_sequence13_sequence16_sequence15	cat16-10.sequence12_sequence09_sequence06	cat16-10.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence13_sequence16_sequence02_sequence03_sequence08_sequence15	cat16-10.sequence05_sequence14_sequence12_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08	cat16-10.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence10_sequence06_sequence15	
3403	28.0	1.0	1.0	0.0	1.0	0.0	
3404	28.0	1.0	1.0	0.0	1.0	0.0	
3405	30.0	1.0	1.0	0.0	0.0	1.0	
3406	28.0	1.0	1.0	1.0	0.0	0.0	
3407	30.0	1.0	1.0	0.0	0.0	1.0	
3408	28.0	1.0	1.0	1.0	0.0	0.0	
3409	28.0	1.0	1.0	0.0	1.0	0.0	
3410	28.0	1.0	1.0	1.0	0.0	0.0	
3411	30.0	1.0	1.0	0.0	0.0	1.0	
3412	28.0	1.0	1.0	0.0	1.0	0.0	
3413	30.0	1.0	1.0	0.0	0.0	1.0	
3414	30.0	1.0	1.0	0.0	0.0	1.0	
3415	28.0	1.0	1.0	0.0	1.0	0.0	
3416	30.0	1.0	1.0	0.0	0.0	1.0	
3417	30.0	1.0	1.0	0.0	0.0	1.0	
3418	28.0	1.0	1.0	0.0	1.0	0.0	
3419	28.0	1.0	1.0	1.0	0.0	0.0	
3420	30.0	1.0	1.0	0.0	0.0	1.0	
3421	28.0	1.0	1.0	0.0	1.0	0.0	
3422	30.0	1.0	1.0	0.0	0.0	1.0	
3423	30.0	1.0	1.0	0.0	0.0	1.0	
3424	28.0	1.0	1.0	0.0	1.0	0.0	
3425	28.0	1.0	1.0	0.0	1.0	0.0	
3426	30.0	1.0	1.0	0.0	0.0	1.0	
3427	28.0	1.0	1.0	0.0	1.0	0.0	
3428	30.0	1.0	1.0	0.0	0.0	1.0	
3429	30.0	1.0	1.0	0.0	0.0	1.0	
3430	30.0	1.0	1.0	0.0	0.0	1.0	
3431	30.0	1.0	1.0	0.0	0.0	1.0	
3432	30.0	1.0	1.0	0.0	0.0	1.0	
3433	30.0	1.0	1.0	0.0	0.0	1.0	
3434	30.0	1.0	1.0	0.0	0.0	1.0	
3435	28.0	1.0	1.0	0.0	1.0	0.0	
3436	28.0	1.0	1.0	0.0	1.0	0.0	
3437	30.0	1.0	1.0	0.0	0.0	1.0	
3438	30.0	1.0	1.0	0.0	0.0	1.0	
3439	30.0	1.0	1.0	0.0	0.0	1.0	
3440	28.0	1.0	1.0	0.0	1.0	0.0	
3441	28.0	1.0	1.0	0.0	1.0	0.0	
3442	28.0	1.0	1.0	1.0	0.0	0.0	
3443	28.0	1.0	1.0	0.0	1.0	0.0	
3444	28.0	1.0	1.0	1.0	0.0	0.0	
3445	30.0	1.0	1.0	0.0	0.0	1.0	
3446	30.0	1.0	1.0	0.0	0.0	1.0	
3447	30.0	1.0	1.0	0.0	0.0	1.0	
3448	30.0	1.0	1.0	0.0	0.0	1.0	
3449	30.0	1.0	1.0	0.0	0.0	1.0	
3450	30.0	1.0	1.0	0.0	0.0	1.0	
3451	30.0	1.0	1.0	0.0	0.0	1.0	
3452	28.0	1.0	1.0	1.0	0.0	0.0	
3453	28.0	1.0	1.0	1.0	0.0	0.0	
3454	28.0	1.0	1.0	1.0	0.0	0.0	
3455	28.0	1.0	1.0	1.0	0.0	0.0	
3456	28.0	1.0	1.0	0.0	1.0	0.0	
3457	28.0	1.0	1.0	1.0	0.0	0.0	
3458	28.0	1.0	1.0	1.0	0.0	0.0	
3459	28.0	1.0	1.0	0.0	1.0	0.0	
3460	30.0	1.0	1.0	0.0	0.0	1.0	
3461	28.0	1.0	1.0	0.0	1.0	0.0	
3462	30.0	1.0	1.0	0.0	0.0	1.0	
3463	28.0	1.0	1.0	1.0	0.0	0.0	
3464	30.0	1.0	1.0	0.0	0.0	1.0	
3465	30.0	1.0	1.0	0.0	0.0	1.0	
3466	28.0	1.0	1.0	0.0	1.0	0.0	
3467	28.0	1.0	1.0	0.0	1.0	0.0	
3468	28.0	1.0	1.0	0.0	1.0	0.0	
3469	28.0	1.0	1.0	0.0	1.0	0.0	
3470	28.0	1.0	1.0	0.0	1.0	0.0	
3471	30.0	1.0	1.0	0.0	0.0	1.0	
3472	28.0	1.0	1.0	0.0	1.0	0.0	
3473	28.0	1.0	1.0	0.0	1.0	0.0	
3474	28.0	1.0	1.0	0.0	1.0	0.0	
3475	28.0	1.0	1.0	1.0	0.0	0.0	
3476	30.0	1.0	1.0	0.0	0.0	1.0	
3477	30.0	1.0	1.0	0.0	0.0	1.0	
3478	28.0	1.0	1.0	1.0	0.0	0.0	
3479	28.0	1.0	1.0	0.0	1.0	0.0	
3480	30.0	1.0	1.0	0.0	0.0	1.0	
3481	28.0	1.0	1.0	0.0	1.0	0.0	
3482	28.0	1.0	1.0	1.0	0.0	0.0	
3483	28.0	1.0	1.0	0.0	1.0	0.0	
3484	30.0	1.0	1.0	0.0	0.0	1.0	
3485	30.0	1.0	1.0	0.0	0.0	1.0	
3486	30.0	1.0	1.0	0.0	0.0	1.0	
3487	30.0	1.0	1.0	0.0	0.0	1.0	
3488	28.0	1.0	1.0	1.0	0.0	0.0	
3489	28.0	1.0	1.0	0.0	1.0	0.0	
3490	30.0	1.0	1.0	0.0	0.0	1.0	
3491	30.0	1.0	1.0	0.0	0.0	1.0	
3492	28.0	1.0	1.0	1.0	0.0	0.0	
3493	30.0	1.0	1.0	0.0	0.0	1.0	
3494	28.0	1.0	1.0	0.0	1.0	0.0	
3495	28.0	1.0	1.0	0.0	1.0	0.0	
3496	30.0	1.0	1.0	0.0	0.0	1.0	
3497	30.0	1.0	1.0	0.0	0.0	1.0	
3498	30.0	1.0	1.0	0.0	0.0	1.0	
3499	28.0	1.0	1.0	0.0	1.0	0.0	
3500	28.0	1.0	1.0	0.0	1.0	0.0	
3501	30.0	1.0	1.0	0.0	0.0	1.0	
3502	28.0	1.0	1.0	0.0	1.0	0.0	
3503	28.0	1.0	1.0	0.0	1.0	0.0	
3504	30.0	1.0	1.0	0.0	0.0	1.0	
3505	28.0	1.0	1.0	1.0	0.0	0.0	
3506	30.0	1.0	1.0	0.0	0.0	1.0	
3507	28.0	1.0	1.0	0.0	1.0	0.0	
3508	30.0	1.0	1.0	0.0	0.0	1.0	
3509	30.0	1.0	1.0	0.0	0.0	1.0	
3510	30.0	1.0	1.0	0.0	0.0	1.0	
3511	28.0	1.0	1.0	0.0	1.0	0.0	
3512	28.0	1.0	1.0	1.0	0.0	0.0	
3513	28.0	1.0	1.0	1.0	0.0	0.0	
3514	30.0	1.0	1.0	0.0	0.0	1.0	
3515	30.0	1.0	1.0	0.0	0.0	1.0	
3516	30.0	1.0	1.0	0.0	0.0	1.0	
3517	30.0	1.0	1.0	0.0	0.0	1.0	
3518	30.0	1.0	1.0	0.0	0.0	1.0	
3519	28.0	1.0	1.0	0.0	1.0	0.0	
3520	30.0	1.0	1.0	0.0	0.0	1.0	
3521	30.0	1.0	1.0	0.0	0.0	1.0	
3522	30.0	1.0	1.0	0.0	0.0	1.0	
3523	28.0	1.0	1.0	0.0	1.0	0.0	
3524	30.0	1.0	1.0	0.0	0.0	1.0	
3525	30.0	1.0	1.0	0.0	0.0	1.0	
3526	28.0	1.0	1.0	0.0	1.0	0.0	
3527	28.0	1.0	1.0	1.0	0.0	0.0	
3528	30.0	1.0	1.0	0.0	0.0	1.0	
3529	30.0	1.0	1.0	0.0	0.0	1.0	
3530	28.0	1.0	1.0	1.0	0.0	0.0	
3531	28.0	1.0	1.0	0.0	1.0	0.0	
3532	28.0	1.0	1.0	1.0	0.0	0.0	
3533	30.0	1.0	1.0	0.0	0.0	1.0	
3534	30.0	1.0	1.0	0.0	0.0	1.0	
3535	28.0	1.0	1.0	1.0	0.0	0.0	
3536	28.0	1.0	1.0	1.0	0.0	0.0	
3537	28.0	1.0	1.0	1.0	0.0	0.0	
3538	28.0	1.0	1.0	0.0	1.0	0.0	
3539	28.0	1.0	1.0	0.0	1.0	0.0	
3540	30.0	1.0	1.0	0.0	0.0	1.0	
3541	28.0	1.0	1.0	0.0	1.0	0.0	
3542	30.0	1.0	1.0	0.0	0.0	1.0	
3543	28.0	1.0	1.0	1.0	0.0	0.0	
3544	30.0	1.0	1.0	0.0	0.0	1.0	
3545	30.0	1.0	1.0	0.0	0.0	1.0	
3546	30.0	1.0	1.0	0.0	0.0	1.0	
3547	28.0	1.0	1.0	0.0	1.0	0.0	
3548	30.0	1.0	1.0	0.0	0.0	1.0	
3549	30.0	1.0	1.0	0.0	0.0	1.0	
3550	30.0	1.0	1.0	0.0	0.0	1.0	
3551	30.0	1.0	1.0	0.0	0.0	1.0	
3552	30.0	1.0	1.0	0.0	0.0	1.0	
3553	28.0	1.0	1.0	1.0	0.0	0.0	
3554	30.0	1.0	1.0	0.0	0.0	1.0	
3555	30.0	1.0	1.0	0.0	0.0	1.0	
3556	30.0	1.0	1.0	0.0	0.0	1.0	
3557	30.0	1.0	1.0	0.0	0.0	1.0	
3558	30.0	1.0	1.0	0.0	0.0	1.0	
3559	28.0	1.0	1.0	0.0	1.0	0.0	
3560	30.0	1.0	1.0	0.0	0.0	1.0	
3561	30.0	1.0	1.0	0.0	0.0	1.0	
3562	30.0	1.0	1.0	0.0	0.0	1.0	
3563	30.0	1.0	1.0	0.0	0.0	1.0	
3564	28.0	1.0	1.0	0.0	1.0	0.0	
3565	28.0	1.0	1.0	0.0	1.0	0.0	
3566	28.0	1.0	1.0	0.0	1.0	0.0	
3567	28.0	1.0	1.0	1.0	0.0	0.0	
3568	28.0	1.0	1.0	0.0	1.0	0.0	
3569	28.0	1.0	1.0	0.0	1.0	0.0	
3570	28.0	1.0	1.0	0.0	1.0	0.0	
3571	30.0	1.0	1.0	0.0	0.0	1.0	
3572	28.0	1.0	1.0	1.0	0.0	0.0	
3573	28.0	1.0	1.0	1.0	0.0	0.0	
3574	28.0	1.0	1.0	1.0	0.0	0.0	
3575	28.0	1.0	1.0	1.0	0.0	0.0	
3576	30.0	1.0	1.0	0.0	0.0	1.0	
3577	28.0	1.0	1.0	1.0	0.0	0.0	
3578	28.0	1.0	1.0	0.0	1.0	0.0	
3579	28.0	1.0	1.0	0.0	1.0	0.0	
3580	28.0	1.0	1.0	0.0	1.0	0.0	
3581	30.0	1.0	1.0	0.0	0.0	1.0	
3582	28.0	1.0	1.0	1.0	0.0	0.0	
3583	28.0	1.0	1.0	0.0	1.0	0.0	
3584	30.0	1.0	1.0	0.0	0.0	1.0	
3585	30.0	1.0	1.0	0.0	0.0	1.0	
3586	28.0	1.0	1.0	1.0	0.0	0.0	
3587	28.0	1.0	1.0	1.0	0.0	0.0	
3588	28.0	1.0	1.0	0.0	1.0	0.0	
3589	30.0	1.0	1.0	0.0	0.0	1.0	
3590	30.0	1.0	1.0	0.0	0.0	1.0	
3591	28.0	1.0	1.0	1.0	0.0	0.0	
3592	30.0	1.0	1.0	0.0	0.0	1.0	
3593	28.0	1.0	1.0	0.0	1.0	0.0	
3594	28.0	1.0	1.0	0.0	1.0	0.0	
3595	30.0	1.0	1.0	0.0	0.0	1.0	
3596	28.0	1.0	1.0	0.0	1.0	0.0	
3597	28.0	1.0	1.0	1.0	0.0	0.0	
3598	30.0	1.0	1.0	0.0	0.0	1.0	
3599	30.0	1.0	1.0	0.0	0.0	1.0	
