Sample	cat16-91.trees	cat16-91.sequence04_sequence14_sequence11_sequence12_sequence13_sequence16_sequence02_sequence03_sequence10_sequence06_sequence15	cat16-91.sequence01_sequence05_sequence07_sequence09_sequence03_sequence08	cat16-91.sequence14_sequence11	cat16-91.sequence14_sequence11_sequence13_sequence06	cat16-91.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence10_sequence06_sequence08_sequence15	cat16-91.sequence11_sequence06	cat16-91.sequence14_sequence06	
1149	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1150	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1151	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1152	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1153	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1154	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1155	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1156	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1157	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1158	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1159	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1160	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1161	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1162	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1163	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1164	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1165	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1166	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1167	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1168	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1169	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1170	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1171	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1172	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1173	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1174	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1175	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1176	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1177	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1178	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1179	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1180	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1181	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1182	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1183	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1184	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1185	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1186	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1187	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1188	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1189	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1190	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1191	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1192	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1193	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1194	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1195	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1196	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1197	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1198	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1199	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1200	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1201	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1202	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1203	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1204	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1205	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1206	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1207	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1208	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1209	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1210	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1211	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1212	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1213	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1214	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1215	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1216	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1217	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1218	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1219	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1220	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1221	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1222	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1223	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1224	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1225	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1226	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1227	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1228	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1229	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1230	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1231	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1232	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1233	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1234	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1235	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1236	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1237	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1238	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1239	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1240	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1241	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1242	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1243	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1244	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1245	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1246	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1247	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1248	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1249	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1250	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1251	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1252	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1253	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1254	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1255	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1256	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1257	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1258	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1259	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1260	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1261	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1262	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1263	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1264	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1265	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1266	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1267	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1268	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1269	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1270	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1271	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1272	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1273	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1274	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1275	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1276	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1277	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1278	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1279	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1280	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1281	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1282	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1283	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1284	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1285	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1286	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1287	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1288	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1289	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1290	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1291	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1292	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1293	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1294	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1295	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1296	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1297	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1298	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1299	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1300	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1301	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1302	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1303	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1304	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1305	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1306	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1307	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1308	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1309	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1310	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1311	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1312	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1313	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1314	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1315	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1316	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1317	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1318	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1319	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1320	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1321	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1322	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1323	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1324	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1325	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1326	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1327	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1328	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1329	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1330	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1331	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1332	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1333	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1334	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1335	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1336	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1337	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1338	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1339	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1340	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1341	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1342	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1343	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1344	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1345	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1346	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1347	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1348	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1349	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1350	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1351	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1352	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1353	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1354	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1355	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1356	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1357	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1358	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1359	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1360	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1361	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1362	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1363	26.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	
1364	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1365	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1366	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1367	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1368	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1369	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1370	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1371	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1372	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1373	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1374	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1375	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1376	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1377	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1378	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1379	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1380	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1381	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1382	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1383	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1384	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1385	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1386	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1387	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1388	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1389	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1390	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1391	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1392	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1393	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1394	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1395	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1396	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1397	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1398	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1399	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1400	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1401	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1402	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1403	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1404	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1405	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1406	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1407	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1408	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1409	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1410	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1411	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1412	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1413	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1414	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1415	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1416	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1417	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1418	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1419	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1420	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1421	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1422	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1423	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1424	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1425	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1426	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1427	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1428	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1429	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1430	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1431	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1432	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1433	26.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	
1434	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1435	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1436	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1437	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1438	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1439	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1440	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1441	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1442	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1443	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1444	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1445	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1446	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1447	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1448	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1449	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1450	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1451	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1452	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1453	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1454	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1455	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1456	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1457	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1458	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1459	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1460	26.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
1461	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1462	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1463	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1464	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1465	26.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	
1466	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1467	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1468	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1469	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1470	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1471	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1472	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1473	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1474	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1475	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1476	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1477	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1478	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1479	28.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	
1480	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1481	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1482	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1483	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1484	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1485	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1486	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1487	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1488	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1489	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1490	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1491	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1492	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1493	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1494	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1495	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1496	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1497	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1498	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1499	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1500	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1501	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1502	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1503	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1504	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1505	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1506	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1507	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1508	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1509	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1510	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1511	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1512	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1513	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1514	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1515	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1516	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1517	28.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
1518	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1519	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1520	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1521	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1522	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1523	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1524	28.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	
1525	28.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	
1526	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1527	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1528	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
1529	30.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	
